full_name,a,e,g,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,h,diameter,extent,albedo,rot_per,gm,bv,ub,ir,spec_b,spec_t,neo,pha,moid
  6708 Bobbievaile (1989 AA5),2.445918418,0.180610584,,12.07699812,115.8028887,193.5495208,2.004159665,2.887677171,3.82534979,14506.0,0.0,2034.0,13.1,8.074,,0.169,12.3415,,,,,,,N,N,0.990328
  6709 Hiromiyuki (1989 CD),2.350176199,0.159983778,,1.827153725,98.97251756,343.6771306,1.974186133,2.726166265,3.602954999,23361.0,0.0,1695.0,13.9,3.975,,0.338,6.828,,,,,,,N,N,0.990167
  6710 Apostel (1989 GF4),2.800794915,0.221772814,,6.578357671,217.7281362,82.66273148,2.179654744,3.421935085,4.687380037,13591.0,0.0,2041.0,13.1,11.634,,0.09,,,,,,,,N,N,1.17551
  6711 Holliman (1989 HG),2.56502622,0.117859396,,14.71110779,191.4709269,347.4319922,2.26271378,2.86733866,4.108146434,10730.0,0.0,1426.0,13.4,5.199,,0.343,,,,,,,,N,N,1.26742
  6712 Hornstein (1990 DS1),2.399100677,0.123142635,,0.969018477,264.1362921,322.6018398,2.103669097,2.694532257,3.716044552,14625.0,0.0,2234.0,14.1,9.281,,0.04,,,,,,,,N,N,1.09411
  6713 Coggie (1990 KM),2.344102495,0.079495926,,19.46653751,209.7520914,46.19852719,2.157755897,2.530449093,3.588997022,17287.0,0.0,1723.0,13.5,4.386,,0.401,,,,,,,,N,N,1.17626
  6714 Montreal (1990 OE2),2.554226997,0.134702388,,14.56141635,117.546854,232.8576407,2.210166522,2.898287472,4.082229705,14478.0,0.0,2185.0,12.3,9.517,,0.195,,,,,,,,N,N,1.23057
  6715 Sheldonmarks (1990 QS1),2.669562248,0.004300933,,3.450456247,1.827024351,237.9639829,2.658080639,2.681043856,4.361825431,15219.0,0.0,1653.0,13.8,9.295,,0.074,,,,,,,,N,N,1.64595
  6716 (1990 RO1),2.79044945,0.058746108,,4.649131797,162.1426539,261.8133945,2.626521406,2.954377494,4.661432948,15473.0,0.0,1892.0,13.1,15.818,,0.046,,,,,,C,,N,N,1.64423
  6717 Antal (1990 TU10),2.810006775,0.236713785,,6.375843961,233.2916373,99.27921287,2.144839435,3.475174115,4.710524345,17288.0,0.0,1579.0,13.6,10.357,,0.058,,,,,,,,N,N,1.14515
  6718 Beiglbock (1990 TT12),2.912349247,0.063041505,,1.545850917,0.437099529,320.1345344,2.728750366,3.095948128,4.970194489,23812.0,0.0,2391.0,12.8,,,,,,,,,,,N,N,1.71518
  6719 Gallaj (1990 UL11),2.757737324,0.081653306,,3.224110743,76.53344399,314.8461351,2.532558955,2.982915693,4.579705462,12283.0,0.0,2137.0,13.0,8.133,,0.203,4.43,,,,,,,N,N,1.5388
  6720 Gifu (1990 VP2),3.091615054,0.150711344,,14.85685413,50.38979853,10.64467999,2.625673594,3.557556514,5.436086044,28301.0,0.0,1978.0,12.2,21.191,,0.099,4.231,,,,,,,N,N,1.63901
  6721 Minamiawaji (1990 VY6),2.928765362,0.215346758,,17.00974936,55.92121591,272.3189237,2.298065237,3.559465487,5.012277089,14196.0,0.0,1960.0,12.6,14.202,,0.062,14.518,,,,,,,N,N,1.36275
  6722 Bunichi (1991 BG2),3.173218207,0.185375191,,2.817629218,63.26979241,55.58200429,2.584982277,3.761454137,5.652728261,23657.0,0.0,1807.0,12.8,15.135,,0.07,,,,,,,,N,N,1.60273
  6723 Chrisclark (1991 CL3),3.198240855,0.141435191,,17.7213889,23.3877536,74.54249409,2.745897047,3.650584663,5.719722414,23617.0,0.0,1746.0,12.4,19.052,,0.064,,,,,,,,N,N,1.82546
  6724 (1991 CX5),3.064848255,0.140285905,,9.562981251,103.7010145,24.28127517,2.634893242,3.494803267,5.365641687,22141.0,0.0,2273.0,11.9,20.506,,0.084,,,,,,,,N,N,1.65401
  6725 Engyoji (1991 DS),3.149055032,0.117462169,,2.337709699,116.4798274,2.314986109,2.779160198,3.518949865,5.588285397,14773.0,0.0,1933.0,12.5,,,,,,,,,,,N,N,1.79558
  6726 Suthers (1991 PS),2.286791678,0.093652809,,4.303396678,277.6424979,146.9785225,2.072627212,2.500956143,3.458184077,24119.0,0.0,1540.0,13.9,3.455,,0.207,,,,,,,,N,N,1.08748
  6727 (1991 TF4),2.635184343,0.213228281,,3.199514935,16.01932016,22.73672276,2.073288516,3.197080171,4.27784165,14829.0,0.0,1448.0,13.9,8.851,,0.118,,,,,,,,N,N,1.08076
  6728 (1991 UM),2.217463067,0.099346088,,1.958016241,10.59770631,20.79178021,1.997166786,2.437759347,3.302119569,14794.0,0.0,2055.0,14.7,2.842,,0.316,,,,,,,,N,N,1.00194
  6729 Emiko (1991 VV2),2.599379584,0.174873639,,13.94620766,16.49450844,69.31495044,2.144816616,3.053942552,4.190952683,17185.0,0.0,1496.0,12.4,9.395,,0.264,3.13,,,,,,,N,N,1.20356
  6730 Ikeda (1992 BH),3.125524087,0.14958527,,18.2701025,140.2999353,18.89422552,2.657991722,3.593056453,5.525765844,9980.0,0.0,1671.0,12.3,9.118,,0.307,16.33408,,,,,,,N,N,1.67479
  6731 Hiei (1992 BK),2.641726722,0.230390731,,4.160247994,353.0655336,105.4060464,2.03309737,3.250356074,4.293782446,25399.0,0.0,1260.0,13.9,7.983,,0.092,,,,,,,,N,N,1.05474
  6732 (1992 CG1),3.092092321,0.123485024,,3.419627192,113.0434152,113.3821859,2.710265227,3.473919415,5.437344884,13975.0,0.0,1910.0,12.8,12.982,,0.138,,,,,,,,N,N,1.70307
  6733 (1992 EF),3.019184467,0.040088939,,9.179488955,271.3412109,285.8927667,2.898148564,3.140220371,5.246173811,15767.0,0.0,1822.0,12.0,13.053,,0.197,11.357,,,,,,,N,N,1.91089
  6734 Benzenberg (1992 FB),3.000799893,0.112118017,,11.35306944,58.34878632,307.6254751,2.66435616,3.337243625,5.19832892,25394.0,0.0,1990.0,11.7,13.945,,0.19,196.708,,,,,,,N,N,1.68165
  6735 Madhatter (1992 WM3),2.158516332,0.079084867,,2.902521478,75.09646828,357.4540667,1.987810355,2.329222309,3.171328356,14426.0,0.0,2350.0,14.0,,,,,,,,,,,N,N,1.00224
  6736 Marchare (1993 EF),2.402240345,0.164782777,,3.097673595,63.279309,57.92346573,2.006392511,2.798088179,3.723341638,24571.0,0.0,1770.0,14.3,,,,18.632,,,,,,,N,N,1.02467
  6737 Okabayashi (1993 ER),2.327710117,0.125487679,,0.809681499,53.42069858,67.83951777,2.035611177,2.619809057,3.551415972,15286.0,0.0,2055.0,13.7,4.629,,0.395,2.55,,,,,,,N,N,1.05197
  6738 Tanabe (1993 FD1),2.339713844,0.15879009,,0.47904999,99.829837,5.211844345,1.968190471,2.711237217,3.57892271,16234.0,0.0,1449.0,14.6,,,,,,,,,,,N,N,0.985228
  6739 Tarendo (1993 FU38),3.232916916,0.119290399,,2.456920975,81.83767113,250.224765,2.847260967,3.618572865,5.812995915,17134.0,0.0,2123.0,12.8,13.982,,0.052,,,,,,,,N,N,1.83705
  6740 Goff (1993 GY),2.563544452,0.107684274,,14.80294277,64.11450362,89.92926792,2.287491029,2.839597876,4.10458715,23659.0,0.0,1271.0,13.1,6.712,,0.297,,,,,,,,N,N,1.35431
  6741 Liyuan (1994 FX),2.302236548,0.194820655,,5.707646688,164.8285187,127.2476829,1.853713316,2.750759779,3.493277755,13834.0,0.0,2160.0,13.5,4.622,,0.396,10.768,,,,,,,N,N,0.843781
  6742 Biandepei (1994 GR),2.333964529,0.171764716,,5.460691364,103.05473,150.3756764,1.933071775,2.734857284,3.565739234,22465.0,0.0,2119.0,13.3,,,,,,,,,,,N,N,0.920231
  6743 Liu (1994 GS),2.235029236,0.207046814,,8.120358089,69.76812123,207.5089495,1.772273553,2.697784919,3.341434981,23647.0,0.0,2569.0,13.5,5.302,,0.274,7.364,,,,,,,N,N,0.759962
  6744 Komoda (1994 JL),2.258965397,0.188625101,,6.669399195,85.16592874,187.0761605,1.832867822,2.685062972,3.395256347,14899.0,0.0,1659.0,14.0,3.968,,0.339,3.11,,,,,,,N,N,0.816382
  6745 Nishiyama (1994 JD1),2.227561435,0.138440986,,6.068892679,127.2786211,86.8539237,1.919175635,2.535947235,3.324702102,15306.0,0.0,1864.0,14.6,2.571,,0.259,,,,,,,,N,N,0.924585
  6746 Zagar (1994 NP),2.600258284,0.160768802,,12.72392949,258.8408123,44.96168788,2.182217874,3.018298694,4.193077942,11613.0,0.0,1560.0,12.7,7.741,,0.295,8.136,,,,,,,N,N,1.18503
  6747 Ozegahara (1995 UT3),2.97517776,0.139199092,,4.020897032,13.08575394,344.8448577,2.561035718,3.389319802,5.131892857,19936.0,0.0,1625.0,13.2,14.012,,0.039,,,,,,,,N,N,1.55662
  6748 Bratton (1995 UV30),2.47016725,0.161247188,,4.112704641,80.54294643,192.0295066,2.071859726,2.868474774,3.882377323,14902.0,0.0,1685.0,13.9,10.597,,0.038,,,,,,,,N,N,1.05534
  6749 Ireentje (7068 P-L),2.680130486,0.251895202,,8.282689526,209.5287137,155.3006836,2.005018476,3.355242496,4.387752381,21378.0,0.0,1670.0,13.8,4.891,,0.244,,,,,,,,N,N,1.00636
  6750 Katgert (1078 T-1),3.015786286,0.095768955,,9.231921762,338.3441606,112.7151275,2.726967585,3.304604988,5.237319219,17679.0,0.0,1718.0,12.5,9.853,,0.199,9.445,,,,,,,N,N,1.76021
  6751 van Genderen (1114 T-1),2.424590474,0.161856131,,4.647827448,206.0197461,109.2614229,2.03215564,2.817025308,3.775424538,23945.0,0.0,1815.0,13.8,4.118,,0.378,3.143,,,,,,,N,N,1.02359
  6752 Ashley (4150 T-1),2.381143545,0.081346519,,13.010351,176.7048833,289.3502643,2.187445806,2.574841284,3.674401148,17580.0,0.0,1807.0,13.7,7.253,,0.085,,,,,,,,N,N,1.23986
  6753 Fursenko (1974 RV1),2.247946598,0.139095172,,3.003310823,300.0303533,352.3985059,1.93526808,2.560625116,3.370444554,24593.0,0.0,2162.0,13.5,,,,4.99,,,,,,,N,N,0.918468
  6754 Burdenko (1976 UD4),2.440619421,0.185496892,,2.480540021,170.6295312,242.5297158,1.987892103,2.89334674,3.812925296,17950.0,0.0,2068.0,13.7,5.097,,0.187,,,,,,,,N,N,0.999998
  6755 Solov'yanenko (1976 YE1),2.442224297,0.043219176,,4.735177592,279.6440885,144.4206785,2.336673375,2.54777522,3.816686807,16966.0,0.0,2110.0,13.2,7.081,,0.222,8.1681,,,,,,,N,N,1.35177
  6756 Williamfeldman (1978 VX3),2.682000057,0.181014737,,3.645824169,253.1935197,304.6435528,2.196518522,3.167481592,4.392344309,17611.0,0.0,1522.0,13.9,3.948,,0.237,,,,,,,,N,N,1.1973
  6757 Addibischoff (1979 SE15),2.897931558,0.085591419,,3.362016039,112.4588293,262.6867152,2.649893483,3.145969634,4.933332517,23779.0,0.0,2104.0,13.2,6.682,,0.25,,,,,,,,N,N,1.65253
  6758 Jesseowens (1980 GL),2.649832804,0.134152728,,11.77783958,15.03384146,219.9935504,2.294350504,3.005315104,4.313560668,24875.0,0.0,1679.0,13.2,11.866,,0.042,,,,,,,,N,N,1.29783
  6759 (1980 KD),3.231550945,0.187458053,,8.718947502,131.4784018,79.00979164,2.625770695,3.837331194,5.809312145,23545.0,0.0,1592.0,12.5,18.673,,0.061,,,,,,,,N,N,1.6389
  6760 (1980 KM),2.755066461,0.100966098,,5.739571497,228.1470844,48.2609704,2.476898151,3.033234771,4.57305392,14162.0,0.0,1723.0,13.4,7.504,,0.165,,,,,,,,N,N,1.46468
  6761 Haroldconnolly (1981 EV19),3.152827504,0.15423784,,4.428658116,188.5334736,215.5726726,2.666542199,3.639112809,5.598330298,24545.0,0.0,1209.0,14.0,7.548,,0.094,,,,,,,,N,N,1.67643
  6762 Cyrenagoodrich (1981 EC25),2.171564295,0.174937429,,3.698436049,7.350277361,331.7171094,1.79167642,2.55145217,3.200127197,23422.0,0.0,1920.0,14.5,3.688,,0.247,,,,,,,,N,N,0.7831
  6763 Kochiny (1981 RA2),2.699327221,0.246540496,,11.47354175,252.1486486,84.98508161,2.033833748,3.364820695,4.434978347,24597.0,0.0,1426.0,13.4,7.138,,0.166,,,,,,,,N,N,1.06226
  6764 Kirillavrov (1981 TM3),2.259050431,0.139037197,,7.047158029,18.13393915,242.439315,1.944958391,2.573142471,3.395448061,17504.0,0.0,3141.0,13.2,5.287,,0.399,4.74,,,,,,,N,N,0.941753
  6765 Fibonacci (1982 BQ2),2.29769098,0.153730627,,4.085687467,142.2449212,297.2626434,1.944465505,2.650916455,3.482937098,13751.0,0.0,1462.0,14.6,7.379,,0.055,,,,,,,,N,N,0.964054
  6766 Kharms (1982 UC6),2.691975498,0.173933623,,3.191630652,308.6353281,62.41917228,2.223750447,3.160200548,4.416872432,21343.0,0.0,1372.0,14.4,5.773,,0.121,,,,,,,,N,N,1.22487
  6767 Shirvindt (1983 AA3),2.674598239,0.14037406,,9.40074414,23.12016537,96.48950804,2.299154025,3.050042454,4.374173788,13865.0,0.0,1687.0,13.1,6.362,,0.275,,,,,,,,N,N,1.33794
  6768 Mathiasbraun (1983 RY),2.380315415,0.198204373,,2.194843419,289.6923174,63.44282297,1.90852649,2.85210434,3.672484453,17013.0,0.0,1867.0,13.9,9.51,,0.047,,,,,,,,N,N,0.90356
  6769 Brokoff (1985 CJ1),2.415955421,0.122909218,,3.899245215,58.99857693,54.99472357,2.119012231,2.712898612,3.755273538,24990.0,0.0,2063.0,13.7,9.701,,0.068,,,,,,,,N,N,1.13863
  6770 Fugate (1985 QR),3.020216882,0.107926489,,10.10259397,155.4136815,260.6720978,2.694255478,3.346178286,5.248864945,14535.0,0.0,2248.0,12.4,10.25,,0.222,,,,,,,,N,N,1.72831
  6771 Foerster (1986 EZ4),2.324998652,0.185152405,,0.842007393,3.814355452,129.7706415,1.89451956,2.755477745,3.545212407,23940.0,0.0,1435.0,14.4,3.064,,0.399,,,,,,,,N,N,0.909317
  6772 (1988 BG4),2.662245949,0.192118398,,12.71557916,295.9618167,103.4459997,2.150779523,3.173712375,4.343906459,11932.0,0.0,1247.0,13.2,6.63,,0.305,,,,,,,,N,N,1.20039
  6773 Kellaway (1988 LK),2.99258527,0.06829035,,11.3485912,147.4321354,111.9833448,2.788220574,3.196949966,5.176998071,11439.0,0.0,1872.0,12.8,9.11,,0.177,,,,,,,,N,N,1.79662
  6774 Vladheinrich (1988 VH5),2.194653437,0.090335852,,0.971922179,60.64288874,83.36719348,1.996397548,2.392909326,3.251300618,11146.0,0.0,2078.0,14.6,,,,3.6,,,,,,,N,N,1.00933
  6775 Giorgini (1989 GJ),2.675385836,0.178157384,,14.09129026,141.5797598,141.8667854,2.198746093,3.152025579,4.376106045,13763.0,0.0,1667.0,13.2,5.905,,0.32,,,,,,,,N,N,1.19919
  6776 Dix (1989 GF8),2.579634528,0.155702879,,4.696474879,72.16028919,82.31781454,2.177978004,2.981291052,4.143291357,23632.0,0.0,1971.0,13.5,4.987,,0.262,,,,,,,,N,N,1.19456
  6777 Balakirev (1989 SV1),3.172955491,0.225796665,,2.699607579,126.3474524,272.3552582,2.456512724,3.889398258,5.652026277,25363.0,0.0,1574.0,13.1,12.207,,0.082,9.116,,,,,,,N,N,1.46553
  6778 Tosamakoto (1989 TX10),2.836872811,0.044907417,,3.11230784,119.872126,319.0833159,2.709476179,2.964269442,4.778240441,29230.0,0.0,2285.0,12.8,7.779,,0.463,6.0,,,,,,,N,N,1.72589
  6779 Perrine (1990 DM1),2.255633707,0.108174672,,1.847290748,314.1218993,200.1331952,2.011631272,2.499636143,3.387747755,16725.0,0.0,2071.0,14.0,4.178,,0.278,72.279,,,,,,,N,N,1.02225
  6780 Borodin (1990 ES3),2.249696125,0.175738117,,4.944781588,323.1370337,343.9540987,1.854338766,2.645053485,3.374380035,23477.0,0.0,2000.0,14.0,3.992,,0.335,,,,,,,,N,N,0.839382
  6781 Sheikumarkahn (1990 OD),2.627550539,0.246244204,,11.87459831,231.762101,61.41927624,1.980531447,3.274569631,4.259266549,14772.0,0.0,1220.0,14.0,9.174,,0.063,,,,,,,,N,N,0.995345
  6782 (1990 SU10),2.790108248,0.061747726,,3.287640839,288.2139439,127.2917816,2.617825407,2.962391088,4.660578009,13638.0,0.0,1829.0,12.9,15.057,,0.047,,,,,,Cb,,N,N,1.63066
  6783 Gulyaev (1990 SO28),2.764651331,0.146360998,,10.41394122,20.13767587,330.5290865,2.360014204,3.169288459,4.596939131,13678.0,0.0,1612.0,13.0,6.278,,0.34,,,,,,,,N,N,1.36051
  6784 Bogatikov (1990 UN13),2.793179459,0.113901766,,5.107154159,62.25088268,324.4429285,2.475031386,3.111327532,4.668275322,20586.0,0.0,1929.0,13.0,6.188,,0.319,11.527,,,,,,,N,N,1.48118
  6785 (1990 VA7),3.188362691,0.096787318,,20.06288308,46.24829801,119.7634101,2.879769617,3.496955765,5.693243776,18766.0,0.0,1691.0,11.2,27.93,,0.056,,,,,,,,N,N,1.93402
  6786 Doudantsutsuji (1991 DT),3.126678406,0.097237318,,2.556130029,103.2236608,53.06724172,2.822648583,3.430708228,5.52882729,25107.0,0.0,1810.0,13.1,12.696,,0.076,,,,,,,,N,N,1.83375
  6787 (1991 PF15),2.232554869,0.146986664,,3.291051217,263.7033082,32.65699695,1.904399077,2.56071066,3.335887638,17399.0,0.0,2108.0,13.4,4.865,,0.297,,,,,,,,N,N,0.888722
  6788 (1991 PH15),2.352496026,0.184430274,,0.691152839,176.0165472,99.41923774,1.91862454,2.786367511,3.608290956,15741.0,0.0,1972.0,14.0,,,,,,,,,,,N,N,0.901878
  6789 Milkey (1991 RM6),2.339457325,0.139953594,,6.167446117,138.0104654,284.029752,2.012041863,2.666872786,3.578334152,13259.0,0.0,1640.0,13.9,,,,,,,,,,,N,N,1.03534
  6790 Pingouin (1991 SF1),2.341686304,0.206014432,,11.11602318,204.0451384,93.88144576,1.85926513,2.824107479,3.583449398,10662.0,0.0,1740.0,13.4,4.773,,0.371,12.0,,,,,,,N,N,0.883618
  6791 (1991 UC2),2.43589091,0.129017202,,1.453482724,238.7575373,191.4509835,2.121619081,2.750162739,3.801849794,13444.0,0.0,1370.0,15.0,5.436,,0.137,,,,,,,,N,N,1.13576
  6792 Akiyamatakashi (1991 WC),2.374980541,0.244663179,,3.698178056,86.94701712,277.8825662,1.793910252,2.956050829,3.660144957,42182.0,0.0,2054.0,13.1,,,,,,,,,,,N,N,0.79585
  6793 Palazzolo (1991 YE),2.679718666,0.156835434,,4.92485391,106.3746236,46.34780815,2.259443825,3.099993507,4.386741109,13388.0,0.0,1735.0,13.7,9.882,,0.083,6.231,,,,,,,N,N,1.27404
  6794 Masuisakura (1992 DK),3.082094145,0.212905844,,16.33203557,41.06787036,348.8084462,2.425898289,3.73829,5.410994007,26499.0,0.0,1960.0,11.3,26.82,,0.0978,4.58,,,,,,,N,N,1.43344
  6795 Ornskoldsvik (1993 FZ12),2.639626333,0.125203217,,5.059882852,133.9249253,193.0727005,2.309136625,2.970116041,4.288662601,23831.0,0.0,1830.0,13.7,6.078,,0.19,13.947,,,,,,,N,N,1.29682
  6796 Sundsvall (1993 FH24),2.739673381,0.060216251,,5.033544983,204.7725536,106.1724443,2.57470052,2.904646242,4.534781721,15504.0,0.0,1812.0,13.6,11.073,,0.063,,,,,,,,N,N,1.56549
  6797 Ostersund (1993 FG25),2.918690931,0.068173509,,1.128549586,321.4644154,3.348605345,2.719713528,3.117668335,4.986437332,12412.0,0.0,2581.0,12.5,,,,,,,,,,,N,N,1.70664
  6798 Couperin (1993 JK1),2.938708125,0.100658524,,0.912906181,305.9832932,81.9449039,2.642902103,3.234514147,5.037822744,25063.0,0.0,2410.0,12.6,,,,,,,,,,,N,N,1.64697
  6799 Citfiftythree (1993 KM),3.152004381,0.345929874,,20.03614341,172.513773,84.29965751,2.061631902,4.242376859,5.596138068,11109.0,0.0,917.0,14.0,9.877,,0.055,,,,,,,,N,N,1.15968
  6800 Saragamine (1994 UC),2.663800342,0.160969472,,8.50833766,339.2023052,70.66291753,2.235009807,3.092590876,4.347711397,17655.0,0.0,1543.0,13.0,13.441,,0.062,,,,,,,,N,N,1.2613
  6801 Strekov (1995 UM1),2.20744626,0.130348132,,5.21215224,44.02046356,334.7715063,1.919709762,2.495182757,3.279770169,16982.0,0.0,1818.0,13.6,4.868,,0.297,6.173,,,,,,,N,N,0.922862
  6802 Cernovice (1995 UQ2),3.046314138,0.251503421,,2.0995801,352.6153288,0.785988124,2.280155711,3.812472564,5.317043718,12646.0,0.0,1629.0,13.3,11.211,,0.089,,,,,,,,N,N,1.2742
  6803 (1995 UK7),2.730920295,0.211214148,,8.097955626,73.82886282,288.7322289,2.154111291,3.307729299,4.513066571,23591.0,0.0,1595.0,13.5,4.793,,0.403,,,,,,,,N,N,1.16776
  6804 Maruseppu (1995 WV),2.241952081,0.105610702,,3.209063463,246.6015537,239.7028187,2.005177948,2.478726214,3.356971785,23034.0,0.0,2126.0,13.6,4.717,,0.263,,,,,,,,N,N,1.02313
  6805 Abstracta (4600 P-L),3.187046288,0.155323471,,1.895184048,136.6758346,338.2093027,2.692023198,3.682069378,5.689718222,25368.0,0.0,1752.0,13.0,11.87,,0.087,152.183,,,,,,,N,N,1.70883
  6806 Kaufmann (6048 P-L),2.454799228,0.092945565,,4.669168182,340.8520178,86.96527488,2.226636528,2.682961929,3.846202708,21404.0,0.0,1859.0,14.1,8.956,,0.052,,,,,,,,N,N,1.24608
  6807 Brunnow (6568 P-L),2.280404984,0.121968751,,4.226952339,359.6477448,82.70772176,2.002266837,2.558543131,3.443706851,24100.0,0.0,1379.0,14.5,3.113,,0.317,,,,,,,,N,N,1.02323
  6808 Plantin (1932 CP),2.248121297,0.093862958,,7.56233546,21.85420484,194.9651516,2.037105983,2.45913661,3.370837462,31841.0,0.0,2041.0,13.3,5.36,,0.289,5.82,,,,,,,N,N,1.03159
  6809 Sakuma (1938 DM1),2.362880123,0.105710955,,6.091812001,358.0826468,220.5009449,2.113097809,2.612662438,3.63220821,29795.0,0.0,2046.0,13.4,5.566,,0.328,,,,,,,,N,N,1.11059
  6810 Juanclaria (1969 GC),3.13737601,0.068381234,,10.38727442,294.3312489,343.7782073,2.922838368,3.351913653,5.557226005,23211.0,0.0,2015.0,11.8,12.849,,0.186,,,,,,,,N,N,1.90737
  6811 Kashcheev (1976 QP),2.394774867,0.214214989,,1.657354241,224.6874321,84.80754525,1.881778196,2.907771538,3.705998504,25095.0,0.0,1587.0,14.5,,,,,,,,,,,N,N,0.867313
  6812 Robertnelson (1978 VJ8),3.130353026,0.114906509,,0.877838685,185.7018567,80.57555232,2.77065509,3.490050963,5.538576763,14790.0,0.0,1508.0,13.2,9.204,,0.125,,,,,,,,N,N,1.75451
  6813 Amandahendrix (1978 VV9),3.132121182,0.111362455,,2.578939235,268.327014,327.9902772,2.783320477,3.480921886,5.543270057,14796.0,0.0,1740.0,12.8,12.611,,0.092,,,,,,,,N,N,1.77193
  6814 Steffl (1979 MC2),2.828713036,0.035851143,,2.169099621,194.9173146,104.4427153,2.72730044,2.930125632,4.757639598,25104.0,0.0,2198.0,13.0,6.802,,0.264,,,,,,,,N,N,1.71191
  6815 Mutchler (1979 MM5),2.431695873,0.191891521,,1.56974201,251.1172949,127.6901563,1.965074053,2.898317693,3.792032832,14579.0,0.0,1554.0,14.7,,,,2.4384,,,,,,,N,N,0.966934
  6816 Barbcohen (1981 EB28),2.289533256,0.164298234,,2.100281272,138.6598552,110.0941539,1.913366985,2.665699528,3.464404839,14917.0,0.0,1536.0,14.9,,,,,,,,,,,N,N,0.900477
  6817 Pest (1982 BP2),2.30806617,0.081632631,,2.383951409,246.8527686,206.1298166,2.119652656,2.496479684,3.506554437,13749.0,0.0,1654.0,14.1,4.151,,0.283,,,,,,,,N,N,1.13666
  6818 Sessyu (1983 EM1),2.215614804,0.082166572,,4.248464102,18.5874819,117.7742917,2.033565331,2.397664278,3.297991939,14802.0,0.0,2240.0,14.0,4.992,,0.235,,,,,,,,N,N,1.05138
  6819 McGarvey (1983 LL),2.293703849,0.12321604,,4.996561834,275.8834826,12.76219132,2.011082743,2.576324955,3.473875241,23324.0,0.0,1878.0,13.9,4.684,,0.243,,,,,,,,N,N,0.994423
  6820 Buil (1985 XS),2.855074905,0.075341787,,2.493389484,164.2756848,150.124713,2.639968461,3.07018135,4.824301731,25041.0,0.0,2286.0,12.7,7.929,,0.281,,,,,,,,N,N,1.62563
  6821 Ranevskaya (1986 SZ1),2.579305339,0.151614265,,12.62066072,256.7876999,197.8486839,2.188245856,2.970364823,4.142498292,28430.0,0.0,1675.0,12.6,,,,2.81,,,,,,,N,N,1.20797
  6822 Horalek (1986 UO),2.591152579,0.24763792,,2.731457805,15.50757296,337.2423127,1.949484943,3.232820215,4.171071962,12031.0,0.0,1379.0,14.6,5.257,,0.122,,,,,,,,N,N,0.943738
  6823 (1988 ED1),2.566957951,0.138975308,,16.67832284,86.64264138,335.8249205,2.210214179,2.923701723,4.112788099,11515.0,0.0,1758.0,12.2,9.326,,0.293,2.546,,,,,,,N,N,1.2329
  6824 Mallory (1988 RE2),3.121831812,0.193194786,,2.000571469,117.9667153,281.7060492,2.518710183,3.72495344,5.515977106,11201.0,0.0,2322.0,12.9,14.962,,0.054,,,,,,,,N,N,1.52708
  6825 Irvine (1988 TJ2),2.167518204,0.015215776,,5.405094925,6.806120065,309.2387004,2.134537733,2.200498675,3.191187577,15429.0,0.0,1808.0,13.8,4.671,,0.294,3.61588,,,,,,,N,N,1.12538
  6826 Lavoisier (1989 SD1),2.902009713,0.034129197,,3.494325752,101.3487666,347.3966022,2.802966452,3.001052975,4.943749932,31994.0,0.0,2343.0,12.9,6.455,,0.353,,,,,,,,N,N,1.81954
  6827 Wombat (1990 SN4),2.595971126,0.155760679,,12.89746042,356.5589096,82.54029194,2.191620902,3.00032135,4.182712254,12031.0,0.0,1653.0,12.6,7.842,,0.287,40.132,,,,,,,N,N,1.24989
  6828 Elbsteel (1990 VC1),2.691439989,0.226951635,,11.89872296,108.7043024,305.3417916,2.080613284,3.302266695,4.415554541,24573.0,0.0,1648.0,13.0,6.844,,0.286,,,,,,,,N,N,1.11753
  6829 Charmawidor (1991 BM1),2.859571101,0.068467001,,2.097491307,169.3435532,181.1072551,2.663784845,3.055357357,4.835702242,12579.0,0.0,1992.0,13.1,7.326,,0.228,27.824,,,,,,,N,N,1.65658
  6830 Johnbackus (1991 JB1),3.170434115,0.141508978,,5.086322674,79.12585009,154.0851453,2.721789225,3.619079004,5.645290576,31081.0,0.0,1803.0,12.6,15.286,,0.076,,,,,,,,N,N,1.71172
  6831 (1991 UM1),2.196318592,0.205584147,,4.591774803,335.7373725,354.0234917,1.744790309,2.647846875,3.25500162,24304.0,0.0,2163.0,13.8,4.426,,0.327,,,,,,,,N,N,0.733027
  6832 Kawabata (1992 FP),3.22209377,0.148381999,,1.887282169,52.16655132,179.5082316,2.743993056,3.700194483,5.783829273,14711.0,0.0,1611.0,13.0,11.802,,0.116,,,,,,,,N,N,1.73331
  6833 (1993 FC1),2.593117537,0.11310766,,12.99386502,210.7629891,8.931149996,2.29981608,2.886418994,4.175817459,12036.0,0.0,2028.0,13.0,6.515,,0.316,,,,,,,,N,N,1.29359
  6834 Hunfeld (1993 JH),2.441358459,0.232795155,,4.265011905,46.05252158,226.3104285,1.873022038,3.009694881,3.814657301,17928.0,0.0,1716.0,13.9,9.702,,0.057,,,,,,,,N,N,0.859505
  6835 Molfino (1994 HT1),2.609223272,0.170968765,,4.009886467,220.5614778,150.5162145,2.163127592,3.055318953,4.214781523,10577.0,0.0,1601.0,14.0,4.005,,0.333,3.69,,,,,,,N,N,1.16347
