full_name,a,e,g,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,h,diameter,extent,albedo,rot_per,gm,bv,ub,ir,spec_b,spec_t,neo,pha,moid
  9636 (1993 YO),3.186118773,0.044693985,,15.81506915,95.39786336,94.86618135,3.04371843,3.328519117,5.687234616,9276.0,0.0,945.0,13.5,,,,,,,,,,,N,N,2.09111
  9637 Perryrose (1994 PJ2),2.391044012,0.23154235,,0.866385376,152.0864602,240.0117527,1.837416064,2.944671961,3.697341435,17015.0,0.0,1399.0,14.6,3.333,,0.231,,,,,,,,N,N,0.842854
  9638 Fuchs (1994 PO7),2.401664563,0.162488436,,0.702035348,147.5892116,83.1371028,2.011421844,2.791907281,3.722003072,9037.0,0.0,1631.0,14.6,,,,,,,,,,,N,N,1.00105
  9639 Scherer (1994 PS11),2.398927512,0.056811155,,2.318960654,233.0370433,152.7760607,2.26264167,2.535213355,3.715642229,9041.0,0.0,1753.0,13.8,,,,,,,,,,,N,N,1.2658
  9640 Lippens (1994 PP26),2.428983904,0.155550455,,2.8283853,23.85453621,217.9896858,2.051154353,2.806813455,3.785690957,9540.0,0.0,1677.0,14.4,,,,,,,,,,,N,N,1.03928
  9641 Demaziere (1994 PB30),2.452848024,0.132726132,,4.757778088,222.0189191,60.75983925,2.127290993,2.778405054,3.841617871,9931.0,0.0,1309.0,14.5,,,,9.912,,,,,,,N,N,1.11526
  9642 Takatahiro (1994 RU),2.42583643,0.193256759,,3.00838303,47.156675,277.2421511,1.957027143,2.894645717,3.778335101,14417.0,0.0,1624.0,14.5,,,,5.524,,,,,,,N,N,0.946909
  9643 (1994 RX),2.427781428,0.252243026,,8.172150242,125.7309921,257.1087652,1.815390493,3.040172363,3.782880128,15423.0,0.0,1772.0,13.7,,,,,,,,,,,N,N,0.838371
  9644 (1994 WQ3),2.912242602,0.147914927,,8.404437808,168.2418329,171.1462979,2.481478451,3.343006753,4.969921491,9051.0,0.0,1997.0,12.8,7.95,,0.279,,,,,,,,N,N,1.47241
  9645 Grunewald (1995 AO4),2.754318567,0.104095305,,3.340803744,296.050428,64.90158852,2.467606935,3.041030199,4.571191935,10782.0,0.0,1773.0,13.4,10.171,,0.082,,,,,,,,N,N,1.46568
  9646 (1995 BV),3.237561037,0.077111317,,2.073488192,72.11976166,109.2569869,2.98790844,3.487213634,5.825526062,9724.0,0.0,1814.0,12.9,,,,,,,,,,,N,N,1.99182
  9647 (1995 UM8),2.207805663,0.07922713,,4.808953368,31.5710825,53.21106814,2.032887556,2.38272377,3.280571191,11192.0,0.0,1255.0,15.1,,,,,,,,,,,N,N,1.05282
  9648 Gotouhideo (1995 UB9),2.270765822,0.172373871,,4.733366722,58.58901578,256.2188715,1.879345126,2.662186517,3.421895365,14897.0,0.0,1589.0,14.1,3.718,,0.352,,,,,,,,N,N,0.871624
  9649 Junfukue (1995 XG),2.228832758,0.153720488,,3.958954746,39.75991938,326.5413207,1.8862155,2.571450016,3.32754874,14789.0,0.0,1323.0,14.8,2.996,,0.284,,,,,,,,N,N,0.885577
  9650 Okadaira (1995 YG),2.289352404,0.172453138,,2.529856552,212.1167434,79.25285943,1.894546398,2.684158411,3.463994363,12763.0,0.0,1660.0,14.4,3.693,,0.247,,,,,,,,N,N,0.879691
  9651 Arii-SooHoo (1996 AJ),2.450799165,0.19265312,,1.762309656,304.1632312,358.5637916,1.97864506,2.922953271,3.836805534,10423.0,0.0,1484.0,14.7,,,,,,,,,,,N,N,0.962517
  9652 (1996 AF2),2.416769392,0.167612861,,5.967094058,318.9980116,243.8939227,2.01168776,2.821851024,3.757171508,12069.0,0.0,2298.0,13.3,,,,4.385,,,,,,,N,N,1.01771
  9653 (1996 AL2),2.64419776,0.133032486,,14.21771954,105.7361364,135.8995378,2.292433558,2.995961962,4.299808379,10198.0,0.0,1757.0,13.1,6.243,,0.314,,,,,,,,N,N,1.2989
  9654 Seitennokai (1996 AQ2),2.342816742,0.172387547,,1.126215804,119.9278219,324.7011856,1.938944311,2.746689172,3.586044549,16633.0,0.0,1125.0,15.2,2.392,,0.282,,,,,,,,N,N,0.955179
  9655 Yaburanger (1996 CH1),2.368563305,0.069108844,,4.971775662,120.5901656,328.1495632,2.204874633,2.532251977,3.645320327,15132.0,0.0,1989.0,13.8,3.38,,0.388,6.684,,,,,,,N,N,1.22322
  9656 (1996 DK1),2.371600803,0.170493391,,5.138335911,133.6552317,359.0285783,1.96725854,2.775943066,3.652334834,12620.0,0.0,1562.0,14.3,7.871,,0.06,,,,,,,,N,N,0.982064
  9657 Ucka (1996 DG2),3.138037529,0.178789593,,0.892326109,142.9294509,111.6897319,2.576989077,3.699085981,5.558983719,13845.0,0.0,2009.0,12.8,13.747,,0.064,,,,,,,,N,N,1.56218
  9658 Imabari (1996 DD3),2.406602079,0.188377936,,3.853071145,42.30638998,87.78761218,1.953251347,2.859952811,3.733486916,15359.0,0.0,1039.0,15.1,,,,,,,,,,,N,N,0.972924
  9659 (1996 EJ),2.658959713,0.090243984,,13.45995136,150.0211392,30.85677881,2.419004596,2.89891483,4.335865861,25652.0,0.0,2075.0,12.3,8.883,,0.324,,,,,,,,N,N,1.43395
  9660 (1996 FW4),3.181590766,0.125464314,,2.047876682,65.24560025,149.1681349,2.782414663,3.58076687,5.675115159,14724.0,0.0,2035.0,12.9,13.65,,0.066,,,,,,,,N,N,1.77629
  9661 Hohmann (1996 FU13),3.943887479,0.232267785,,12.98928876,56.75252013,288.6984607,3.027849469,4.85992549,7.832402115,13389.0,0.0,1798.0,11.4,27.665,,0.07,5.92,,,,,,,N,N,2.05439
  9662 Frankhubbard (1996 GS),2.76402375,0.175558788,,9.318494605,190.4058125,183.6508893,2.278775091,3.249272409,4.595373949,9873.0,0.0,1437.0,13.6,4.857,,0.248,,,,,,,,N,N,1.27873
  9663 Zwin (1996 GC18),2.643212024,0.094224152,,0.880510058,124.0389701,1.968771983,2.394157612,2.892266436,4.297404202,11858.0,0.0,1275.0,14.6,3.66,,0.209,,,,,,,,N,N,1.40982
  9664 Brueghel (1996 HT14),3.194359434,0.117855616,,2.326652969,114.9590459,91.06455763,2.817886234,3.570832634,5.709313295,13706.0,0.0,1548.0,13.3,11.686,,0.068,,,,,,,,N,N,1.81517
  9665 Inastronoviny (1996 LA),3.070045597,0.121294307,,7.714587631,222.6564298,321.016583,2.697666546,3.442424649,5.379295984,11709.0,0.0,2017.0,12.6,9.48,,0.136,,,,,,,,N,N,1.70475
  9666 (1997 GM22),2.641017246,0.189745431,,12.34779003,30.89758369,290.0307978,2.13989629,3.142138203,4.292052821,12379.0,0.0,1454.0,13.7,6.648,,0.084,,,,,,,,N,N,1.16457
  9667 Amastrinc (1997 HC16),2.441318891,0.177478592,,2.39446445,196.3173577,121.374499,2.008037052,2.874600731,3.814564563,10497.0,0.0,1931.0,14.1,,,,,,,,,,,N,N,0.995196
  9668 Tianyahaijiao (1997 LN),2.791803065,0.068176825,,6.146150222,164.5319039,209.4721764,2.601466795,2.982139335,4.664825171,14531.0,0.0,1862.0,13.8,4.268,,0.244,,,,,,,,N,N,1.60228
  9669 Symmetria (1997 NC3),3.226370006,0.18422243,,0.44202313,267.4914095,128.0122312,2.632000284,3.820739728,5.795347198,13679.0,0.0,1566.0,13.2,13.208,,0.058,,,,,,,,N,N,1.63829
  9670 Magni (1997 NJ10),2.989124759,0.049874045,,10.30431837,175.1718772,336.6752061,2.840045016,3.138204503,5.168020945,12152.0,0.0,1857.0,12.4,12.582,,0.081,,,,,,,,N,N,1.8524
  9671 Hemera (1997 TU9),2.691388399,0.435878974,,4.835631799,212.0856799,340.9464676,1.518268787,3.864508012,4.415427585,21744.0,0.0,1700.0,13.9,,,,2.53143,,,,,,,N,N,0.519147
  9672 Rosenbergerezek (1997 TA10),3.182964514,0.052444047,,3.701732554,34.31627431,4.594010826,3.016036974,3.349892054,5.67879116,12431.0,0.0,1797.0,13.0,14.17,,0.051,10.67,,,,,,,N,N,2.0227
  9673 Kunishimakoto (1997 UC25),2.217551787,0.189371689,,4.05223326,184.0886669,108.70569,1.797610261,2.637493314,3.302317748,15244.0,0.0,2075.0,14.1,3.492,,0.369,,,,,,,,N,N,0.786004
  9674 Slovenija (1998 QU15),2.567190381,0.129830005,,8.477974726,164.334829,354.5224301,2.23389204,2.900488722,4.113346712,14422.0,0.0,1818.0,13.8,4.478,,0.243,,,,,,,,N,N,1.24334
  9675 (1998 QK36),3.154524926,0.114932359,,13.78930856,166.5458402,121.8898445,2.791967935,3.517081918,5.602851958,13768.0,0.0,1519.0,12.9,13.461,,0.084,,,,,,,,N,N,1.80494
  9676 Eijkman (2023 P-L),3.084047028,0.160627315,,0.611719919,321.7671486,356.8884909,2.588664835,3.579429221,5.41613761,23815.0,0.0,1666.0,13.5,9.961,,0.071,,,,,,,,N,N,1.57466
  9677 Gowlandhopkins (2532 P-L),3.085722058,0.259879752,,8.566593962,189.0637716,129.7383633,2.283805374,3.887638742,5.420550687,21529.0,0.0,1180.0,13.7,,,,,,,,,,,N,N,1.28184
  9678 van der Meer (2584 P-L),2.609457251,0.20890129,,2.419097006,194.0661065,132.2798513,2.064338264,3.154576239,4.215348469,21056.0,0.0,465.0,16.0,,,,,,,,,,,N,N,1.05277
  9679 Crutzen (2600 P-L),2.430877899,0.169610785,,1.268073045,190.6429629,158.9891142,2.018574792,2.843181007,3.790119647,21375.0,0.0,784.0,15.9,,,,,,,,,,,N,N,1.01153
  9680 Molina (3557 P-L),2.27110558,0.109131784,,4.655132567,312.4278046,150.1328905,2.023255776,2.518955384,3.422663384,23868.0,0.0,1485.0,14.5,4.415,,0.16,,,,,,,,N,N,1.04179
  9681 Sherwoodrowland (4069 P-L),3.079108148,0.047374624,,9.069021464,202.5551375,351.0733091,2.933236558,3.224979738,5.403132487,24692.0,0.0,1423.0,13.5,7.339,,0.143,,,,,,,,N,N,1.93229
  9682 Gravesande (4073 P-L),2.155610716,0.021846865,,2.767226609,260.6618747,20.36434581,2.10851738,2.202704052,3.164927042,21413.0,0.0,1309.0,15.5,,,,,,,,,,,N,N,1.09174
  9683 Rambaldo (4099 P-L),2.275858822,0.154740615,,5.190076408,210.8103918,194.1491856,1.923691028,2.628026615,3.433414044,21286.0,0.0,1019.0,15.3,2.937,,0.17,,,,,,,,N,N,0.932604
  9684 Olieslagers (4113 P-L),2.429145184,0.138312868,,1.912590897,203.6345752,287.4941654,2.093163147,2.765127221,3.786068006,25373.0,0.0,1692.0,14.2,,,,,,,,,,,N,N,1.10909
  9685 Korteweg (4247 P-L),2.422747567,0.131764769,,1.274062459,258.6039553,303.7763515,2.103514794,2.74198034,3.771120861,21413.0,0.0,1879.0,14.4,,,,,,,,,,,N,N,1.10079
  9686 Keesom (4604 P-L),2.278980167,0.113934812,,2.322672153,27.68585686,305.6057098,2.01932499,2.538635343,3.440479866,23832.0,0.0,1106.0,15.3,2.313,,0.25,,,,,,,,N,N,1.00924
  9687 Uhlenbeck (4614 P-L),2.814181918,0.007879575,,6.053097889,15.64779998,73.56300404,2.79200736,2.836356476,4.721026678,24630.0,0.0,1525.0,13.8,5.38,,0.222,,,,,,,,N,N,1.80819
  9688 Goudsmit (4665 P-L),2.431663045,0.131892443,,4.33470443,40.30582215,329.3700979,2.110945065,2.752381024,3.791956043,25349.0,0.0,2050.0,13.8,,,,,,,,,,,N,N,1.11116
  9689 Freudenthal (4831 P-L),2.608372156,0.152838337,,13.45407721,11.89951332,109.2724442,2.209712893,3.007031419,4.212719427,20673.0,0.0,968.0,14.6,3.743,,0.219,,,,,,,,N,N,1.26561
  9690 Houtgast (6039 P-L),2.805609932,0.174613488,,9.212159003,186.1943083,264.7445751,2.315712597,3.295507267,4.699472772,24142.0,0.0,1650.0,12.7,6.525,,0.239,,,,,,,,N,N,1.35392
  9691 Zwaan (6053 P-L),2.606673565,0.197187366,,3.325167918,211.2724009,83.14593685,2.092670471,3.120676658,4.208605066,21535.0,0.0,1205.0,14.6,6.566,,0.054,,,,,,,,N,N,1.07917
  9692 Kuperus (6354 P-L),2.431320834,0.190450888,,2.549658182,176.7111123,190.5905735,1.968273623,2.894368045,3.791155601,21379.0,0.0,500.0,16.4,,,,,,,,,,,N,N,0.966228
  9693 Bleeker (6547 P-L),2.426473559,0.20990226,,3.08860979,38.58877275,320.4246332,1.917151274,2.935795843,3.779823728,21410.0,0.0,1730.0,14.3,,,,,,,,,,,N,N,0.914078
  9694 Lycomedes (6581 P-L),5.094075401,0.037455728,,4.945904687,350.0046479,54.972018,4.903273098,5.284877705,11.49757512,21538.0,0.0,1624.0,10.7,31.736,,0.101,18.2,,,,,,,N,N,3.91432
  9695 Johnheise (6583 P-L),2.283216074,0.099183803,,4.150022336,173.0775545,275.3847293,2.056758022,2.509674127,3.450076478,23684.0,0.0,1422.0,14.6,3.195,,0.228,,,,,,,,N,N,1.07808
  9696 Jaffe (6628 P-L),2.429236717,0.189177712,,1.290073138,158.6470274,187.4269827,1.969679273,2.888794162,3.786282005,21372.0,0.0,966.0,15.5,,,,,,,,,,,N,N,0.961639
  9697 Louwman (1295 T-1),2.908840317,0.047947358,,5.438864366,193.3334227,221.9132235,2.769369109,3.048311524,4.96121472,23892.0,0.0,1602.0,13.9,5.342,,0.205,,,,,,,,N,N,1.78231
  9698 Idzerda (2205 T-1),2.36719121,0.051932872,,7.36397524,7.558730272,186.6922848,2.244256171,2.490126249,3.642153216,17687.0,0.0,1472.0,14.0,4.024,,0.228,,,,,,,,N,N,1.24379
  9699 Baumhauer (3036 T-1),2.631738187,0.221034449,,11.68854282,196.3829412,104.6022266,2.050033387,3.213442987,4.269452887,17713.0,0.0,1518.0,14.0,9.23,,0.056,16.7,,,,,,,N,N,1.07183
  9700 Paech (3058 T-1),2.190894887,0.165542483,,6.239092207,352.291557,13.77305595,1.828208707,2.553581067,3.242951959,17591.0,0.0,1344.0,14.4,2.641,,0.44,,,,,,,,N,N,0.826025
  9701 Mak (1157 T-2),2.334037004,0.131138651,,2.604607636,203.3756795,355.94871,2.027954539,2.640119469,3.56590532,16800.0,0.0,1008.0,15.2,5.191,,0.05,,,,,,,,N,N,1.02581
  9702 Tomvandijk (2108 T-2),2.327762121,0.103428299,,3.036575383,199.8918965,111.0723732,2.087005645,2.568518597,3.551534987,16800.0,0.0,1264.0,15.0,2.671,,0.248,,,,,,,,N,N,1.07424
  9703 Sussenbach (3146 T-2),2.33192159,0.067593313,,3.726679418,106.1771343,312.8422001,2.174299284,2.489543895,3.561058574,16800.0,0.0,773.0,15.8,1.963,,0.348,,,,,,,,N,N,1.18838
  9704 Georgebeekman (5469 T-2),2.326074417,0.058891619,,6.999581845,251.9766833,227.3365607,2.189088129,2.463060704,3.547673217,23914.0,0.0,1513.0,14.1,5.72,,0.099,,,,,,,,N,N,1.2123
  9705 Drummen (3137 T-3),3.046530064,0.12854044,,10.69801453,24.47234905,15.51932764,2.654927749,3.43813238,5.317609047,15306.0,0.0,1282.0,13.2,9.34,,0.108,,,,,,,,N,N,1.66336
  9706 Bouma (3176 T-3),3.004167302,0.105292166,,0.423641976,51.20582712,125.6100756,2.687852019,3.320482584,5.207081492,15312.0,0.0,1684.0,13.4,11.607,,0.069,,,,,,,,N,N,1.69241
  9707 Petruskoning (3226 T-3),2.604669291,0.143485912,,11.11680075,32.35722594,58.55959368,2.230935943,2.97840264,4.203752,14886.0,0.0,1459.0,13.7,9.286,,0.082,,,,,,,,N,N,1.26907
  9708 Gouka (4140 T-3),2.604490353,0.172216607,,5.891131531,116.0037647,36.12067398,2.155953862,3.053026844,4.203318816,14965.0,0.0,1173.0,14.6,,,,14.2,,,,,,,N,N,1.17069
  9709 Chrisnell (5192 T-3),3.008110282,0.054697263,,11.26712266,68.45171875,15.58708368,2.843574884,3.17264568,5.217336323,15307.0,0.0,1949.0,12.8,9.651,,0.173,,,,,,,,N,N,1.86059
  9710 (1964 VN1),2.420436333,0.223925178,,7.049522255,67.33645002,341.4743683,1.878439696,2.96243297,3.765725832,19906.0,0.0,1281.0,14.2,2.62,,0.709,,,,,,,,N,N,0.890038
  9711 Zeletava (1972 PA),2.975606351,0.116370531,,8.739279991,263.7684268,94.16117954,2.62933346,3.321879242,5.133001814,17203.0,0.0,1950.0,12.2,11.91,,0.197,,,,,,,,N,N,1.64324
  9712 Nauplius (1973 SO1),5.233391037,0.126543235,,8.463912776,176.5944479,273.9557545,4.571140804,5.895641271,11.97244861,16785.0,0.0,1214.0,10.8,33.423,,0.083,19.41,,,,,,,N,N,3.6013
  9713 Oceax (1973 SP1),5.175332485,0.053516868,,4.158155036,155.9663088,313.321571,4.898364897,5.452300073,11.77377104,16800.0,0.0,1310.0,11.2,18.651,,0.168,22.0,,,,,,,N,N,3.91697
  9714 (1975 LF1),3.111647035,0.055995129,,19.53885278,24.76903737,273.923783,2.937409959,3.285884111,5.489005849,23655.0,0.0,1659.0,12.5,21.717,,0.052,,,,,,,,N,N,2.00578
  9715 Paolotanga (1975 SB1),3.167813797,0.050316669,,9.548650346,31.99937698,81.92269733,3.00841996,3.327207635,5.638293397,15629.0,0.0,1135.0,13.5,11.158,,0.082,,,,,,,,N,N,2.04491
  9716 Severina (1975 UE),2.424379397,0.206769723,,2.275762326,181.2508928,143.8319042,1.92309114,2.925667655,3.774931535,15902.0,0.0,1942.0,13.5,5.17,,0.263,2.9669,,,,,,,N,N,0.910879
  9717 Lyudvasilia (1976 SR5),2.334292823,0.109656242,,7.661328803,34.20395288,19.38100773,2.078323045,2.590262602,3.566491592,18229.0,0.0,1832.0,13.3,4.874,,0.225,,,,,,,,N,N,1.09003
  9718 Gerbefremov (1976 YR1),2.363473889,0.149780742,,5.927472724,84.49602669,25.29420387,2.009471016,2.717476763,3.633577398,23647.0,0.0,1478.0,13.9,2.598,,0.79,6.249,,,,,,,N,N,1.02822
  9719 Yakage (1977 DF2),2.765921337,0.040859322,,5.076908784,4.699227027,120.2212409,2.652907667,2.878935006,4.600107058,15422.0,0.0,1694.0,13.3,13.213,,0.047,,,,,,,,N,N,1.67259
  9720 Ulfbirgitta (1980 FH1),2.932937034,0.1108767,,11.99159795,345.9930945,170.7582214,2.607742656,3.258131413,5.022989975,14245.0,0.0,1523.0,13.2,5.523,,0.333,,,,,,,,N,N,1.61798
  9721 Doty (1980 GB),2.274066036,0.103907482,,8.326600782,103.2599495,97.92725807,2.037773559,2.510358513,3.429357886,14426.0,0.0,1578.0,13.9,3.914,,0.348,4.108,,,,,,,N,N,1.05427
  9722 Levi-Montalcini (1981 EZ),2.409528455,0.175023379,,1.245510342,20.44459439,94.23631886,1.987804642,2.831252268,3.740298744,24580.0,0.0,1221.0,14.8,,,,,,,,,,,N,N,1.00497
  9723 Binyang (1981 EP13),2.148430498,0.118306057,,4.983123174,309.2955995,19.38924686,1.894258157,2.402602838,3.149126926,13967.0,0.0,1803.0,14.3,3.69,,0.117,12.4,,,,,,,N,N,0.882568
  9724 Villanueva (1981 EW17),2.40265651,0.150915985,,1.869428634,217.7313866,223.4041927,2.040057236,2.765255784,3.724309231,15046.0,0.0,1119.0,15.1,2.703,,0.265,,,,,,,,N,N,1.05622
  9725 Wainscoat (1981 EE19),2.458681388,0.164652643,,1.878989122,205.7549868,51.60686742,2.053853,2.863509775,3.855330221,13932.0,0.0,1108.0,15.3,,,,,,,,,,,N,N,1.03916
  9726 Verbiscer (1981 EY19),2.870320876,0.032554535,,1.070728353,259.483064,49.19788665,2.776878914,2.963762837,4.862995601,15202.0,0.0,1114.0,14.3,3.994,,0.231,5.551,,,,,,,N,N,1.76135
  9727 Skrutskie (1981 EW24),2.887277136,0.075675154,,2.361586824,161.8887582,196.4844609,2.668781995,3.105772278,4.906150992,25336.0,0.0,2021.0,13.2,6.377,,0.274,,,,,,,,N,N,1.66386
  9728 Videen (1981 EX38),2.479278857,0.184139391,,7.21737256,272.3370621,31.88117096,2.022745959,2.935811755,3.903878273,23708.0,0.0,1062.0,14.6,,,,,,,,,,,N,N,1.01067
  9729 (1981 RQ),2.579594142,0.183486676,,13.07315211,335.8133624,29.70738485,2.106272987,3.052915297,4.143194059,13656.0,0.0,2651.0,13.3,5.669,,0.296,,,,,,,,N,N,1.1115
  9730 (1982 FA),2.267891661,0.145536764,,1.616654892,78.78694955,92.95189022,1.937830046,2.597953275,3.415400663,13527.0,0.0,2092.0,14.1,3.959,,0.31,,,,,,,,N,N,0.944612
  9731 (1982 JD1),2.382631557,0.171542382,,8.383860739,215.07477,36.44880463,1.973909264,2.79135385,3.677845968,13510.0,0.0,1537.0,14.1,4.539,,0.236,2.833,,,,,,,N,N,0.967115
  9732 Juchnovski (1984 SJ7),2.241990644,0.12430682,,7.621476981,299.8588444,68.82106414,1.963295917,2.520685372,3.357058399,12646.0,0.0,1633.0,13.8,4.692,,0.183,7.572,,,,,,,N,N,0.975466
  9733 Valtikhonov (1985 SC3),2.187787076,0.198300057,,6.415074878,220.863071,130.8768167,1.753948774,2.621625379,3.236054157,17014.0,0.0,1349.0,14.8,2.168,,0.285,,,,,,,,N,N,0.756257
  9734 (1986 CB2),2.286788929,0.118016501,,4.668946213,299.1393983,285.9603084,2.0169101,2.556667757,3.458177842,12013.0,0.0,1676.0,14.1,4.0,,0.253,,,,,,,,N,N,1.0135
  9735 (1986 JD),2.354058878,0.169768484,,8.952754637,102.7776507,158.9904334,1.954413871,2.753703885,3.61188724,14172.0,0.0,1886.0,13.7,6.172,,0.168,,,,,,,,N,N,0.941039
  9736 (1986 QP2),3.160875255,0.184062217,,2.325819544,128.4228001,188.9140632,2.579077548,3.742672963,5.619779001,13702.0,0.0,1390.0,13.6,8.983,,0.096,,,,,,,,N,N,1.56489
  9737 Dudarova (1986 SC2),2.458429145,0.176688426,,11.33730723,230.7068481,57.30939044,2.024053168,2.892805122,3.854736944,13408.0,0.0,1725.0,13.7,,,,14.3158,,,,,,,N,N,1.03249
  9738 (1987 DF6),2.665997364,0.122537146,,12.519007,329.8904796,249.8525823,2.339313657,2.992681072,4.353091299,14249.0,0.0,1720.0,13.0,6.473,,0.32,3.165,,,,,,,N,N,1.36822
  9739 Powell (1987 SH7),1.939853729,0.0790404,,18.67401431,289.6419379,54.15087026,1.786526914,2.093180544,2.701852761,11665.0,0.0,1180.0,13.7,2.691,,0.808,109.0,,,,,,,N,N,0.807674
  9740 (1987 ST11),2.362449172,0.130122121,,5.785000372,45.2586117,355.9984467,2.055042276,2.669856068,3.63121457,18205.0,0.0,1535.0,14.0,7.664,,0.095,,,,,,,,N,N,1.06284
  9741 Solokhin (1987 UU4),2.305896408,0.163848161,,6.579421091,47.6676167,51.61769806,1.928079522,2.683713294,3.501610948,16505.0,0.0,2375.0,13.7,4.729,,0.238,,,,,,,,N,N,0.952765
  9742 Worpswede (1987 WT1),3.195191505,0.109436495,,4.594228146,94.3294298,48.81484584,2.845520945,3.544862066,5.711544195,11600.0,0.0,1901.0,12.7,14.57,,0.076,,,,,,,,N,N,1.86142
  9743 Tohru (1988 GD),2.431218544,0.10435909,,5.213617653,100.4194177,127.3890267,2.17749879,2.684938299,3.790916354,11509.0,0.0,1750.0,13.8,4.665,,0.295,,,,,,,,N,N,1.17178
  9744 Nielsen (1988 JW),2.609458795,0.301136841,,13.5788754,108.6274978,134.7014242,1.823654618,3.395262972,4.215352209,12636.0,0.0,1172.0,13.6,4.653,,0.316,,,,,,,,N,N,0.836009
  9745 Shinkenwada (1988 VY),2.923024545,0.108803517,,1.757544564,199.9725992,203.8330153,2.604989193,3.241059896,4.997547096,11092.0,0.0,1579.0,13.9,5.317,,0.227,,,,,,,,N,N,1.6134
  9746 Kazukoichikawa (1988 VS1),2.208114708,0.204634357,,3.234038348,101.9858121,246.5002977,1.756258575,2.659970842,3.281260029,11158.0,0.0,1944.0,14.0,4.396,,0.178,,,,,,,,N,N,0.751832
  9747 (1989 AT),3.02532405,0.123045936,,13.26653268,99.86707252,356.5628663,2.653070221,3.397577878,5.262184269,10925.0,0.0,1496.0,13.0,9.193,,0.14,,,,,,,,N,N,1.67013
  9748 van Ostaijen (1989 CS2),2.339109069,0.064729448,,6.551187545,198.1894761,49.92746745,2.18769983,2.490518308,3.577535165,11677.0,0.0,1639.0,14.2,3.054,,0.434,,,,,,,,N,N,1.18106
  9749 Van den Eijnde (1989 GC1),2.444587965,0.12713541,,2.824210019,294.1173447,30.74617305,2.133794273,2.755381658,3.822229027,10960.0,0.0,1699.0,14.7,,,,,,,,,,,N,N,1.12134
  9750 (1989 NE1),2.569052351,0.250272157,,12.75784332,38.1123267,258.4814342,1.926090077,3.212014624,4.117822606,15653.0,0.0,2464.0,14.0,3.976,,0.281,65.356,,,,,,,N,N,0.958229
  9751 Kadota (1990 QM),2.427956207,0.177981729,,2.843406889,160.442639,125.5195481,1.995824364,2.86008805,3.783288637,10484.0,0.0,1982.0,14.2,,,,,,,,,,,N,N,0.980461
  9752 (1990 QZ1),2.401719935,0.082014765,,7.176183401,345.7602186,120.3221036,2.204743438,2.598696432,3.722131793,10152.0,0.0,1459.0,13.9,4.319,,0.314,,,,,,,,N,N,1.23148
  9753 (1990 QL3),2.428873226,0.144188188,,5.668272373,348.9547832,326.4751361,2.078658397,2.779088055,3.785432213,14951.0,0.0,1777.0,14.0,,,,4.356,,,,,,,N,N,1.06722
  9754 (1990 QJ4),2.413679466,0.191737615,,2.454881042,156.0523549,124.0617342,1.950886322,2.87647261,3.749968295,10485.0,0.0,1492.0,14.6,2.762,,0.367,,,,,,,,N,N,0.935176
  9755 (1990 RR2),2.457219076,0.13901334,,6.676292849,193.3535557,174.1309222,2.115632845,2.798805307,3.851891271,15864.0,0.0,2200.0,13.2,,,,,,,,,,,N,N,1.11385
  9756 Ezaki (1991 CC3),2.736125228,0.110787037,,4.449158688,180.0087189,37.40947453,2.432998021,3.039252435,4.525975075,11088.0,0.0,1535.0,14.0,5.75,,0.161,,,,,,,,N,N,1.42794
  9757 Felixdejager (1991 GA6),2.8969352,0.059431087,,0.932323309,284.739209,38.29645948,2.724767192,3.069103208,4.930788489,10215.0,0.0,2172.0,13.4,6.533,,0.217,3.11,,,,,,,N,N,1.7114
  9758 Dainty (1991 GZ9),2.747258851,0.220254513,,7.534193029,283.3813565,230.4101922,2.142162692,3.35235501,4.553628265,15102.0,0.0,1242.0,13.9,7.733,,0.068,,,,,,,,N,N,1.16257
  9759 (1991 NE7),3.16028374,0.086540843,,5.212314932,267.920695,113.8956213,2.88679012,3.43377736,5.618201576,14287.0,0.0,1649.0,12.8,12.681,,0.069,,,,,,,,N,N,1.8944
  9760 (1991 PJ13),2.240006691,0.153370058,,2.652561619,333.2434676,345.1534337,1.896456735,2.583556647,3.352603357,10067.0,0.0,1327.0,15.2,,,,,,,,,,,N,N,0.882557
  9761 Krautter (1991 RR4),2.258530933,0.1597664,,3.596754169,336.2239678,56.83004558,1.897693576,2.61936829,3.394276887,10009.0,0.0,1530.0,14.5,2.946,,0.425,,,,,,,,N,N,0.905701
  9762 Hermannhesse (1991 RA5),2.247983864,0.065258131,,3.726205959,344.3973894,112.8341459,2.101284638,2.39468309,3.370528367,9992.0,0.0,1163.0,15.1,2.329,,0.357,,,,,,,,N,N,1.12155
  9763 (1991 RU17),2.245830864,0.029519218,,3.312196249,191.0646356,180.2639921,2.179535694,2.312126034,3.365687356,12101.0,0.0,2036.0,13.7,4.954,,0.287,,,,,,,,N,N,1.17702
  9764 Morgenstern (1991 UE5),2.318236794,0.189963988,,7.216836505,300.5797515,160.1106579,1.877855288,2.758618299,3.529757696,14285.0,0.0,1434.0,14.2,3.393,,0.352,,,,,,,,N,N,0.896619
  9765 (1991 XZ),2.279271031,0.177494929,,4.327316258,330.0638614,152.3359184,1.874711981,2.68383008,3.441138545,16048.0,0.0,1641.0,14.0,4.346,,0.282,,,,,,,,N,N,0.891933
